Wavelength (nm)	Spectral irradiance (W m-2 nm-1)	Cumulative photon flux (cm-2 s-1)
3809	0.01042	6.10881E+17
3810	0.0104025	6.10901E+17
3811	0.0104	6.10921E+17
3812	0.0104	6.10941E+17
3813	0.0104	6.10961E+17
3814	0.0104	6.10981E+17
3815	0.0103975	6.11001E+17
3816	0.01038	6.11021E+17
3817	0.01036	6.11041E+17
3818	0.01034	6.1106E+17
3819	0.01032	6.1108E+17
3820	0.0103025	6.111E+17
3821	0.0103	6.1112E+17
3822	0.0103	6.1114E+17
3823	0.0103	6.11159E+17
3824	0.0103	6.11179E+17
3825	0.0103	6.11199E+17
3826	0.0103	6.11219E+17
3827	0.0103	6.11239E+17
3828	0.0103	6.11259E+17
3829	0.0103	6.11278E+17
3830	0.0102975	6.11298E+17
3831	0.01028	6.11318E+17
3832	0.01026	6.11338E+17
3833	0.01024	6.11358E+17
3834	0.01022	6.11377E+17
3835	0.0102025	6.11397E+17
3836	0.0102	6.11417E+17
3837	0.0102	6.11436E+17
3838	0.0102	6.11456E+17
3839	0.0102	6.11476E+17
3840	0.0101975	6.11495E+17
3841	0.01018	6.11515E+17
3842	0.01016	6.11535E+17
3843	0.01014	6.11554E+17
3844	0.01012	6.11574E+17
3845	0.0101025	6.11593E+17
3846	0.0101	6.11613E+17
3847	0.0101	6.11633E+17
3848	0.0101	6.11652E+17
3849	0.0101	6.11672E+17
3850	0.0100975	6.11691E+17
3851	0.01008	6.11711E+17
3852	0.01006	6.1173E+17
3853	0.01004	6.1175E+17
3854	0.01002	6.11769E+17
3855	0.010001	6.11789E+17
3856	0.009988	6.11808E+17
3857	0.009976	6.11827E+17
3858	0.009964	6.11847E+17
3859	0.009952	6.11866E+17
3860	0.00994075	6.11885E+17
3861	0.009934	6.11905E+17
3862	0.009928	6.11924E+17
3863	0.009922	6.11943E+17
3864	0.009916	6.11962E+17
3865	0.00990875	6.11982E+17
3866	0.009894	6.12001E+17
3867	0.009878	6.1202E+17
3868	0.009862	6.12039E+17
3869	0.009846	6.12058E+17
3870	0.009832	6.12078E+17
3871	0.00983	6.12097E+17
3872	0.00983	6.12116E+17
3873	0.00983	6.12135E+17
3874	0.00983	6.12154E+17
3875	0.009828	6.12173E+17
3876	0.009814	6.12193E+17
3877	0.009798	6.12212E+17
3878	0.009782	6.12231E+17
3879	0.009766	6.1225E+17
3880	0.00975075	6.12269E+17
3881	0.00974	6.12288E+17
3882	0.00973	6.12307E+17
3883	0.00972	6.12326E+17
3884	0.00971	6.12345E+17
3885	0.0097015	6.12364E+17
3886	0.009702	6.12383E+17
3887	0.009704	6.12402E+17
3888	0.009706	6.12421E+17
3889	0.009708	6.1244E+17
3890	0.0097075	6.12459E+17
3891	0.009692	6.12478E+17
3892	0.009674	6.12497E+17
3893	0.009656	6.12515E+17
3894	0.009638	6.12534E+17
3895	0.00962175	6.12553E+17
3896	0.009616	6.12572E+17
3897	0.009612	6.12591E+17
3898	0.009608	6.1261E+17
3899	0.009604	6.12629E+17
3900	0.00960025	6.12647E+17
3901	0.009598	6.12666E+17
3902	0.009596	6.12685E+17
3903	0.009594	6.12704E+17
3904	0.009592	6.12723E+17
3905	0.0095885	6.12742E+17
3906	0.009576	6.1276E+17
3907	0.009562	6.12779E+17
3908	0.009548	6.12798E+17
3909	0.009534	6.12817E+17
3910	0.00952125	6.12836E+17
3911	0.009516	6.12854E+17
3912	0.009512	6.12873E+17
3913	0.009508	6.12892E+17
3914	0.009504	6.1291E+17
3915	0.00949825	6.12929E+17
3916	0.009482	6.12948E+17
3917	0.009464	6.12966E+17
3918	0.009446	6.12985E+17
3919	0.009428	6.13004E+17
3920	0.009412	6.13022E+17
3921	0.009408	6.13041E+17
3922	0.009406	6.13059E+17
3923	0.009404	6.13078E+17
3924	0.009402	6.13096E+17
3925	0.00939825	6.13115E+17
3926	0.009384	6.13134E+17
3927	0.009368	6.13152E+17
3928	0.009352	6.13171E+17
3929	0.009336	6.13189E+17
3930	0.0093215	6.13207E+17
3931	0.009316	6.13226E+17
3932	0.009312	6.13244E+17
3933	0.009308	6.13263E+17
3934	0.009304	6.13281E+17
3935	0.00929875	6.13299E+17
3936	0.009286	6.13318E+17
3937	0.009272	6.13336E+17
3938	0.009258	6.13355E+17
3939	0.009244	6.13373E+17
3940	0.009231	6.13391E+17
3941	0.009224	6.13409E+17
3942	0.009218	6.13428E+17
3943	0.009212	6.13446E+17
3944	0.009206	6.13464E+17
3945	0.0091985	6.13483E+17
3946	0.009182	6.13501E+17
3947	0.009164	6.13519E+17
3948	0.009146	6.13537E+17
3949	0.009128	6.13555E+17
3950	0.0091115	6.13573E+17
3951	0.009104	6.13591E+17
3952	0.009098	6.1361E+17
3953	0.009092	6.13628E+17
3954	0.009086	6.13646E+17
3955	0.00907925	6.13664E+17
3956	0.009068	6.13682E+17
3957	0.009056	6.137E+17
3958	0.009044	6.13718E+17
3959	0.009032	6.13736E+17
3960	0.00902125	6.13754E+17
3961	0.009018	6.13772E+17
3962	0.009016	6.1379E+17
3963	0.009014	6.13808E+17
3964	0.009012	6.13826E+17
3965	0.00900825	6.13844E+17
3966	0.008994	6.13862E+17
3967	0.008978	6.1388E+17
3968	0.008962	6.13897E+17
3969	0.008946	6.13915E+17
3970	0.0089315	6.13933E+17
3971	0.008926	6.13951E+17
3972	0.008922	6.13969E+17
3973	0.008918	6.13987E+17
3974	0.008914	6.14004E+17
3975	0.00890875	6.14022E+17
3976	0.008896	6.1404E+17
3977	0.008882	6.14058E+17
3978	0.008868	6.14076E+17
3979	0.008854	6.14093E+17
3980	0.00884075	6.14111E+17
3981	0.008832	6.14129E+17
3982	0.008824	6.14146E+17
3983	0.008816	6.14164E+17
3984	0.008808	6.14182E+17
3985	0.0088005	6.14199E+17
3986	0.008796	6.14217E+17
3987	0.008792	6.14235E+17
3988	0.008788	6.14252E+17
3989	0.008784	6.1427E+17
3990	0.0087785	6.14288E+17
3991	0.008764	6.14305E+17
3992	0.008748	6.14323E+17
3993	0.008732	6.1434E+17
3994	0.008716	6.14358E+17
3995	0.0087015	6.14375E+17
3996	0.008696	6.14393E+17
3997	0.008692	6.1441E+17
3998	0.008688	6.14428E+17
3999	0.008684	6.14445E+17
4000	0.00868	6.14454E+17
